time,fx,fy,fz,tx,ty,tz,px,py,pz
0,0.001748423609733596,0.0005835880875588728,-0.002394815573691922,0.03498976670206133,-0.029613948574665372,0.032985274253483965,24.74729347229004,0.0,-0.01844399981200695
10012,0.0015620821387321016,0.0015933107831513915,-0.002489907894487997,0.045589199829478844,-0.014210664716589605,0.045922170670085194,24.74729347229004,0.0,-0.01844399981200695
19968,0.003875819067061137,0.0009721289382875753,-0.0018094460169966187,0.04984970580384385,-0.0538224175912152,0.04445708487406108,24.74729347229004,0.0,-0.01844399981200695
29944,0.002302068836540272,0.0015601480503004694,-0.0011587061696125556,0.03842583956345891,-0.022917701672463764,0.039834622695927635,24.74729347229004,0.0,-0.01844399981200695
39903,0.0053478538277742516,0.001409517388939907,-0.0029329078704116718,0.037256956214307024,-0.04431056051373261,0.03898080570518658,24.74729347229004,0.0,-0.01844399981200695
49877,0.002380802989601527,0.0030620739009972198,-0.0038935879889128167,0.03822433414846671,-0.03540579593837023,0.025899991069135098,24.74729347229004,0.0,-0.01844399981200695
60033,0.007579782650470435,-0.0012411482411627262,-0.006849993589520098,0.022452805704475054,-0.042479265586733206,0.06595738863467915,24.74729347229004,0.0,-0.01835699938237667
70134,0.001005643005370871,0.0023412906938045097,-0.004121244082524456,0.03292075230121583,-0.04761639699131415,0.04920539962477832,24.74729347229004,0.0,-0.01716800034046173
80332,0.0013195968244965606,0.0005330557366831634,-0.0011469053167474375,0.03392801436781667,-0.023904562271383156,0.06106550117406684,24.74729347229004,0.0,-0.014877000823616982
90776,0.003487455069422829,0.0025730031241470996,-0.003568738535791427,0.07878369238213168,-0.03102595706999267,0.04085452778681997,24.74729347229004,0.0,-0.011484000831842422
101270,0.0025683790565280695,0.0005618140708465447,-0.004856327081117495,0.013939708473756696,-0.040732315009909925,0.033693430976960315,24.74729347229004,0.0,-0.0069599999114871025
111799,0.0009374850647150268,0.004328854550979866,-0.003572666344083597,0.0778760592109009,-0.03159042978600013,0.048901812738513684,24.74729347229004,0.0,-0.0011600004509091377
122458,0.01222079140886656,0.001771425130665083,7.131216079026004e-05,0.03942833738386753,-0.07541205637186543,0.011731112204188321,24.74729347229004,0.0,0.005741999833844602
133204,-0.008975951652675729,-0.0009832218989731523,-0.002265180128514288,-0.003793976289031775,0.02227702599257242,0.04129738047361187,24.74729347229004,0.0,0.013803999871015549
144084,0.001819611415713851,0.0021692563870550075,-0.000521055139601101,0.0991524072617338,-0.021908555302326604,0.05703785744607259,24.74729347229004,0.0,0.023142000660300255
