time,fx,fy,fz,tx,ty,tz,px,py,pz
0,0.0015928495262564901,0.0015148274583740573,-0.006433953073508469,0.027669129893034494,0.008322242632356591,0.004186330028662866,-9.900832176208496,0.0,0.004871999844908714
10042,0.0008323586799208194,0.003133967172317398,-0.004624683090634463,0.035574850716741935,0.005704814311714657,0.009673893293332014,-9.900832176208496,0.0,0.004871999844908714
20017,0.0023448679475488454,0.003197677985877334,-0.007186906818598127,0.031960448773055816,-0.013915733827053245,0.000454197932334921,-9.900832176208496,0.0,0.004871999844908714
30009,0.000971291819066078,0.0032057814817134656,-0.005226167726963382,0.03265281068936332,0.003677945367392965,0.015623225536199215,-9.900832176208496,0.0,0.004871999844908714
40006,0.0007037412028760848,0.0029083775133829093,-0.005273105765785768,0.040937953203247446,0.016094621777011042,0.012443191250468999,-9.900832176208496,0.0,0.004871999844908714
50021,0.0002733558741212505,0.003577797668762539,-0.006419020172171219,0.043707450739297826,0.009032923233357693,-0.0050385414688634,-9.900832176208496,0.0,0.004871999844908714
60144,-0.0003029500979927491,0.0007801688613930935,-0.004929513786192663,0.014757318447308876,0.010182501145676426,0.0073886314109543605,-9.900832176208496,0.0,0.004871999844908714
70116,-0.0003237282870709457,0.0005431062410403698,-0.0007385283746192961,0.08136618447556998,0.03356150442406225,-0.01892868909042278,-9.900832176208496,0.0,0.004871999844908714
80200,-0.004288682380020337,0.0008439852057771091,-0.009432812475077768,-0.02063342360034426,0.02732822871073992,0.00851302041809987,-9.900832176208496,0.0,0.005770999938249588
90546,0.0003293220136320052,0.0030705572075211407,-0.003614980648103616,0.01026648518763551,-0.008893877316195287,0.017642996744459793,-9.900832176208496,0.0,0.007714000064879656
100745,0.002142589268312012,-0.002427399590853696,-0.004892933803442467,0.013237558470592603,-0.01326281228639381,0.022851973942461967,-9.900832176208496,0.0,0.01070099975913763
111060,0.0021022584077718953,0.003950153037719506,-0.0035545157011225292,0.04590175051018264,0.0050714636696831406,-0.0005959430510884545,-9.900832176208496,0.0,0.01476099994033575
121437,-0.0026720602902017276,-0.0017975342067142464,-0.007799242560174502,0.009387983006163836,0.02823608969666047,0.0119364358424221,-9.900832176208496,0.0,0.019922999665141106
132020,-0.003429645404219528,0.00150348360083985,-0.011902899830117386,-0.01312967898994799,0.06562505904465787,0.02526834057249161,-9.900832176208496,0.0,0.02638999931514263
