time,fx,fy,fz,tx,ty,tz,px,py,pz
0,0.0007392882546786161,-0.021243451900705645,-0.01668311572514547,0.013636844479137267,-0.08885312798141953,-0.15845839849419896,13.896247863769531,-0.24980640411376953,-0.029696001205593348
10007,-0.00013211212098607206,-0.021172464381158163,-0.01425292587161131,-0.024142122259142695,-0.09491946080371605,-0.15379891929075207,13.896247863769531,-0.24980640411376953,-0.029696001205593348
20015,0.0013736619901658642,-0.021635574219077247,-0.01625236700668875,-0.0036300139440541557,-0.10946142141818527,-0.15679122115328958,13.896247863769531,-0.24980640411376953,-0.029696001205593348
29991,0.0019020949602124304,-0.021058863825649032,-0.017223614203780713,0.01631598600059192,-0.11542804236918514,-0.1633813777832689,13.896247863769531,-0.24980640411376953,-0.029696001205593348
39999,0.0010485202267767058,-0.020583795987814346,-0.016099250809550547,0.01419989448569936,-0.11383236794054241,-0.1753827576775855,13.896247863769531,-0.24980640411376953,-0.029696001205593348
50006,-0.004276974193751837,-0.024255108761265243,-0.012066680581048317,0.06178125282436042,-0.04126683624952676,-0.1544002740644661,13.896247863769531,-0.24980640411376953,-0.029145000968128443
59982,0.0031853400266173004,-0.027241726292967616,-0.017549858177303257,0.001945685704050959,-0.08049365487306659,-0.1656849425408229,13.896247863769531,-0.24980640411376953,-0.027579000685364008
69996,0.0050364466008545605,-0.018658754857852733,-0.015033766524270575,-0.001959012452360298,-0.1283840617039793,-0.16815434818021835,13.896247863769531,-0.24980640411376953,-0.02494000131264329
80003,0.004173288502693495,-0.018408635118305483,-0.01694666104763698,-0.05844103263199685,-0.14136553053170076,-0.16426674588382006,13.896247863769531,-0.24980640411376953,-0.02137300046160817
89980,0.002984705352485406,-0.019176801045462488,-0.010212603909001139,-0.0655022149907083,-0.16290434673189935,-0.17380710886515693,13.896247863769531,-0.24980640411376953,-0.0168199990876019
99991,-0.006185325716137502,-0.019617295829877035,-0.016409084796681128,0.014969522853569117,-0.15725887655094084,-0.14262840773098162,13.896247863769531,-0.24980640411376953,-0.011107000056654215
109994,-0.011957067720890002,-0.018186416523307214,-0.01832730063989718,0.0023867017602938745,-0.059475483850388144,-0.1730062780880921,13.896247863769531,-0.24980640411376953,-0.0045529999770224094
119978,0.0008395998370644975,-0.03375997411124376,-0.019329008490517552,-0.10011238402105249,-0.0978524834033827,-0.16744019882686345,13.896247863769531,-0.24980640411376953,0.002987000159919262
129989,0.007651829283833678,-0.01882133858680657,-0.015229997411071672,0.03676504366144684,-0.24411929428160306,-0.185303476206661,13.896247863769531,-0.24980640411376953,0.011658000061288476
139997,0.0023527508741612024,-0.016832356240376933,-0.014923666049615036,0.035164185805243164,-0.10589793620646049,-0.1792625336820617,13.896247863769531,-0.24980640411376953,0.021315000485628843
149974,-0.0004584798502920151,-0.039421559963524144,-0.019977407886088372,-0.09221428666323561,-0.1036742864617679,-0.19200526696562825,13.896247863769531,-0.24980640411376953,0.03172600036486983
159982,0.0092353630420563,-0.019491994767710574,-0.01189316549442676,0.07383744924351987,-0.209503238101302,-0.18475909649141187,13.896247863769531,-0.24980640411376953,0.04352900153025985
169992,-0.007899926438927007,-0.02147651839733089,-0.029325190172493798,0.04590906033560316,-0.10141833486079577,-0.17312581928253046,13.896247863769531,-0.24980640411376953,0.05617300188168883
179965,0.006365214337706426,-0.035144094495400235,-0.022645903615727825,-0.06111880715169349,-0.031029180611966467,-0.21182650992102836,13.896247863769531,-0.24980640411376953,0.06968699907884002
189986,-0.0006394887033103203,-0.029841189340203744,-0.005426161139606478,-0.10039770721651564,-0.018485494037562944,-0.12133107590064363,13.896247863769531,-0.24980640411376953,0.08427400281652808
199987,-0.004673469459414381,-0.014088738506137899,-0.0227792970418923,0.027888184829649276,-0.0912594598899723,-0.24401602021261937,13.896247863769531,-0.24980640411376953,0.09984699776396155
209975,0.0029912744882700792,-0.08087511507764433,-0.03817070073217188,-0.39836661234833315,-0.09800650209516348,-0.3966988004238896,13.896247863769531,-0.24980640411376953,0.1164930029772222
219978,0.006631141261756568,-0.02019509292073507,-0.012925958187655517,-0.008403657290941169,-0.12392816397577633,-0.20941640977911646,13.896247863769531,-0.24980640411376953,0.13403800269588828
229986,-0.0005890068462490738,-0.016995871777310656,-0.03675721263386311,0.10171536950944926,-0.08834022102534789,-0.2176913238071645,13.896247863769531,-0.24980640411376953,0.15248200437054038
239967,-0.023583279995619932,0.0025578197230395894,-0.003655546409486732,0.1824093373585498,0.018752292651086577,-0.09030427337914837,13.896247863769531,-0.24980640411376953,0.17188300332054496
249974,0.025848481794298106,-0.024965855930521696,-0.019869320056214335,-0.05458391137689489,-0.2583740611053962,-0.2580256774557377,13.896247863769531,-0.24980640411376953,0.19198000570759177
259988,0.023172373184860096,0.0008455808169396395,-0.02225783581487839,0.1607075885254119,-0.2501617704948771,-0.3095584215099354,13.896247863769531,-0.24980640411376953,0.21184499701485038
269989,0.005231278234720804,-0.017038291768729508,-0.02396139844149392,0.01605681662514513,-0.14284388079747146,-0.2020358773289601,13.896247863769531,-0.24980640411376953,0.23165199300274253
279967,-0.012017993965148577,-0.023061023551523396,-0.0006543412849300267,-0.003464928486501151,0.029086120395216852,-0.17450746393188687,13.896247863769531,-0.24980640411376953,0.2516040070913732
289965,0.005199792133569581,-0.04314815015517115,-0.019117462230697768,-0.0870067926464273,-0.06413973025679098,-0.16423918308265506,13.896247863769531,-0.24980640411376953,0.27141100307926536
299987,0.005346627635955947,-0.012550516929998645,8.574243523185032e-05,0.05978745013795361,-0.19925245190158591,-0.13278287258662225,13.896247863769531,-0.24980640411376953,0.2910729958675802
309951,0.015229266279936038,-0.020430791262388448,-0.012244748489856683,0.04974136091500014,-0.1435488048592184,-0.22244539567559762,13.896247863769531,-0.24980640411376953,0.31102499505504966
319957,0.010642174865604037,-0.000352268268614786,0.008709282220751291,0.09186023662686438,-0.10041095051213844,0.19101398855924678,13.896247863769531,-0.24980640411376953,0.3308030082844198
329970,0.0016065147137647173,-0.025531674145906846,-0.032981896126716315,-0.048444130779955685,-0.14463669029220583,-0.03850041953414696,13.896247863769531,-0.24980640411376953,0.35075500747188926
339942,0.012636659792065519,-0.01752650017529711,-0.005738276667594633,-0.07524548422962596,-0.14551017628833307,-0.09886981313452026,13.896247863769531,-0.24980640411376953,0.37070700665935874
349955,0.05036280752778044,-0.025521484994813326,-0.026721073353960456,-0.03621062774815442,-0.3292770430847973,-0.10111260903246588,13.896247863769531,-0.24980640411376953,0.39057201286777854
359962,0.005098764237761788,-0.02139552279189183,-0.022255923320501303,-0.00382673348769913,-0.1915772456181024,-0.22127398850187419,13.896247863769531,-0.24980640411376953,0.4105820073746145
369940,0.016003171519339165,0.00019158082418146982,-0.006507662593796759,0.1674227739453329,-0.25673477996527794,-0.024114514286738498,13.896247863769531,-0.24980640411376953,0.4304760112427175
379942,-0.01908900592729479,-0.06695223813828055,-0.03398392828222363,-0.2823134381282344,-0.030651814648805953,-0.4134986342366407,13.896247863769531,-0.24980640411376953,0.45028299232944846
389959,0.002761140765249248,-0.020403355409130297,-0.02513951552919913,0.09008324808999646,-0.13989591309010763,-0.16177576004750982,13.896247863769531,-0.24980640411376953,0.4702929868362844
399923,0.022043280233741136,-0.02470229592755402,-0.0009606272758544421,-0.036300115698729485,-0.22533423346504122,0.08902218563854625,13.896247863769531,-0.24980640411376953,0.49001300474628806
409937,0.04269821882605562,-0.003977895291000122,-0.00858250849589659,0.061104898568686394,-0.35256069698735715,0.09196693560659952,13.896247863769531,-0.24980640411376953,0.509762020315975
419931,-0.012303289157152175,-0.007588005096316186,-0.02226419552564618,0.071567234759776,-0.06770184564575032,-0.04832242939844633,13.896247863769531,-0.24980640411376953,0.5297720148228109
429920,0.014184087008834112,-0.005211649505049154,-0.0197182319493594,0.07471361337005789,-0.2423913072046595,-0.259043516840487,13.896247863769531,-0.24980640411376953,0.5496949865482748
439934,0.003357012011707017,-0.016829216753914578,-0.019565850566698906,0.08620755998029495,-0.09402695624306645,-0.2236680883652724,13.896247863769531,-0.24980640411376953,0.5696760131977499
449937,0.011127082884311967,-0.04238992091409832,-0.028194716366007455,-0.15451055851884377,-0.20996012569486666,-0.24494365943349727,13.896247863769531,-0.24980640411376953,0.5895120217464864
459906,-0.02722142883092138,-0.04812569707564984,-0.006830922757611546,-0.07311539351940866,-0.04549719859495838,-0.25383867517791536,13.896247863769531,-0.24980640411376953,0.6092610075138509
469912,-0.0030898197546598283,-0.053870477404743156,-0.03145569117218194,-0.22393363921322162,-0.05599694564699931,-0.20801353344127627,13.896247863769531,-0.24980640411376953,0.6292130067013204
479926,-0.007016797031164312,-0.04536705979600497,-0.02229402791634172,-0.11803485606105113,-0.12058587843209523,-0.08073567289963357,13.896247863769531,-0.24980640411376953,0.6492809965275228
489929,0.01416359562814229,-0.008022548545524533,0.0011528640656912614,0.07991179792917791,-0.13589407482281146,0.11098256491996494,13.896247863769531,-0.24980640411376953,0.6691170050762594
499910,-0.009637272259891194,-0.0029192368773369726,-0.011023198943510337,0.13893740419297984,-0.14397785295098942,0.11013336916066763,13.896247863769531,-0.24980640411376953,0.6889239861629903
509911,-0.005445665148496204,-0.026092689248025103,-0.014129154484868067,-0.0356549760185203,-0.1019658801627159,-0.19362498996525979,13.896247863769531,-0.24980640411376953,0.7088759853504598
519933,0.025440407016277256,-0.016544166830778195,-0.019253123150468454,-0.02777991180032302,-0.325240384401674,-0.14883670756995393,13.896221160888672,-0.24980640411376953,0.7287699892185628
529896,0.010163119859695424,-0.03053883212268338,-0.028341554937362012,-0.05540193864136711,-0.20250951066434197,-0.1021378654682632,13.896221160888672,-0.24980640411376953,0.7484900071285665
539905,-0.003764548541903334,-0.02366822234466648,-0.014723048614710521,0.09637690627723572,-0.033591820204105005,-0.23770528462230978,13.896221160888672,-0.24980640411376953,0.7685870244167745
549903,0.043073589648604305,0.0031031940248613665,-0.0392452956131093,0.1900970370295667,-0.3121859852451081,-0.1091010722872614,13.896221160888672,-0.24980640411376953,0.788336010184139
559897,-0.0037934260833258904,-0.038675404688864656,0.004653892164081519,-0.10917614330843861,-0.1395524131445569,-0.0733539939534662,13.896221160888672,-0.24980640411376953,0.808230014052242
569899,0.04017304416179712,0.013872342341616717,-0.025741912393644206,0.025825984241592437,-0.4857938787928191,-0.1522480251312981,13.896221160888672,-0.24980640411376953,0.8280949904583395
